Main_clade,Acoelomorph_or_not,Phylum,Species,Sequence,Blast,Blast_modified,Structural_or_Transcription,Prot_length,N_exons,Av_exon_length,Av_intron_length,Gene_length
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g4126_t2,Nephrin,Nephrin,Structural_protein,1357,25,161.96,899.38,25634
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_019674238_3,Nephrin,Nephrin,Structural_protein,1069,26,122.46,518.00,16134
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g4126_t3,Nephrin,Nephrin,Structural_protein,1411,27,155.89,823.96,25632
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_003997951_3,Nephrin,Nephrin,Structural_protein,1241,29,127.48,496.79,17607
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_004637_1,Nephrin,Nephrin,Structural_protein,1241,29,127.48,771.36,25295
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_019674234_3,Nephrin,Nephrin,Structural_protein,1244,30,123.50,479.34,17606
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g4126_t1,Nephrin,Nephrin,Structural_protein,1372,32,178.63,3918.94,127203
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013403603_1,Osr,Osr,Transcription_factor,371,2,253.50,2325.00,2832
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013403604_1,Osr,Osr,Transcription_factor,371,2,253.50,509.00,1016
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013403605_1,Osr,Osr,Transcription_factor,371,2,253.50,509.00,1016
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035659753_1,Osr,Osr,Transcription_factor,316,2,474.50,945.00,1894
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035659751_1,Osr,Osr,Transcription_factor,367,3,367.00,4554.50,10210
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035659752_1,Osr,Osr,Transcription_factor,343,3,343.00,311.50,1652
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_004000064_1,Osr,Osr,Transcription_factor,312,3,312.00,915.50,2767
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_004000065_1,Osr,Osr,Transcription_factor,276,3,276.00,956.50,2741
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_001135934_1,Osr,Osr,Transcription_factor,312,3,312.00,905.00,2746
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_011515129_1,Osr,Osr,Transcription_factor,312,3,312.00,905.00,2746
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_047277283_1,Osr,Osr,Transcription_factor,312,3,312.00,905.00,2746
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035659750_1,Osr,Osr,Transcription_factor,368,4,275.75,3087.67,10366
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_001273770_1,Osr,Osr,Transcription_factor,433,4,324.50,742.33,3525
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_011515127_1,Osr,Osr,Transcription_factor,369,4,276.50,806.33,3525
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_011515128_1,Osr,Osr,Transcription_factor,365,4,273.50,780.00,3434
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033727763_1,Osr,Osr,Transcription_factor,267,6,133.00,1594.80,8772
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013400144_2,Osr,Osr,Transcription_factor,401,7,171.29,877.50,6464
Deuterostomia,Other,Echinodermata,Plazaster_borealis,Echinodermata_Asteroidea_Plazaster_borealis_Proteins_KPB_00015696-RA,Osr,Osr,Transcription_factor,667,7,285.29,2998.00,19985
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6024174_1,Osr,Osr,Transcription_factor,385,9,127.67,501.13,5158
Protostomia,Other,Annelida,Paraescaspia_echinospica,Annelida_Polychaeta_Paraescarpia_echinospica_Proteins_PE_Scaf11952_18_6,POU3,POU3,Transcription_factor,449,1,1346.00,NA,1346
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_004000730_1,POU3,POU3,Transcription_factor,361,1,1085.00,NA,1085
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_011277983_2,POU3,POU3,Transcription_factor,452,1,1358.00,NA,1358
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_023107317_2,POU3,POU3,Transcription_factor,499,1,1499.00,NA,1499
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_023109957_1,POU3,POU3,Transcription_factor,443,1,1331.00,NA,1331
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_000298_3,POU3,POU3,Transcription_factor,361,1,1085.00,NA,1085
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_002690_3,POU3,POU3,Transcription_factor,451,1,1355.00,NA,1355
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_005595_2,POU3,POU3,Transcription_factor,443,1,1331.00,NA,61893073
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_006227_1,POU3,POU3,Transcription_factor,500,1,1502.00,NA,1502
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_015462,POU3,POU3,Transcription_factor,613,1,1841.00,NA,1841
Acoelomorpha,Nemertodermatida,Xenacoelomorpha,Nemertoderma_westbladi,Xenacoelomorpha_Nemertodermatida_Nemertoderma_westbladi_Proteins_jg29162_t1,POU3,POU3,Transcription_factor,363,1,1088.00,NA,1088
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013392366_1,POU3,POU3,Transcription_factor,414,2,621.50,1.00,1244
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6025402_1,POU3,POU3,Transcription_factor,499,3,499.00,1566.00,4629
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035686403_1,POU3,POU3,Transcription_factor,452,3,452.00,5159619.50,10320595
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g42429_t1,POU3,POU3,Transcription_factor,382,3,382.00,343.50,1833
Acoelomorpha,Nemertodermatida,Xenacoelomorpha,Nemertoderma_westbladi,Xenacoelomorpha_Nemertodermatida_Nemertoderma_westbladi_Proteins_jg13468_t1,POU3,POU3,Transcription_factor,572,3,571.00,1337.00,4387
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_022255,POU3,POU3,Transcription_factor,481,4,360.50,409.67,2671
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_022263,POU3,POU3,Transcription_factor,481,4,360.50,313.67,2383
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g1107_t1,POU3,POU3,Transcription_factor,576,15,304.00,10059.57,145394
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_019675304_1,Sall,Sall,Transcription_factor,1219,2,1829.00,1142.00,4800
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_001121364_1,Sall,Sall,Transcription_factor,1227,2,1841.00,1135.00,4817
Deuterostomia,Other,Echinodermata,Plazaster_borealis,Echinodermata_Asteroidea_Plazaster_borealis_Proteins_KPB_00003354-RA,Sall,Sall,Transcription_factor,1608,2,2412.50,10637.00,15462
Protostomia,Other,Mollusca,Lautoconus_ventricosus,Mollusca_Gastropoda_Lautoconus_ventricosus_Proteins_ANN15086-RA,Sall,Sall,Transcription_factor,148,2,222.50,624.00,1069
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_019675303_1,Sall,Sall,Transcription_factor,1316,3,1316.00,5082.00,14112
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_023097889_1,Sall,Sall,Transcription_factor,1331,3,1331.00,6515.50,17024
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_023100916_1,Sall,Sall,Transcription_factor,1316,3,1316.00,5082.00,14112
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_044902026_1,Sall,Sall,Transcription_factor,1316,3,1316.00,5082.00,14112
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_002959_2,Sall,Sall,Transcription_factor,1324,3,1324.00,5077.50,14127
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_047290398_1,Sall,Sall,Transcription_factor,1324,3,1324.00,5077.50,14127
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_047290399_1,Sall,Sall,Transcription_factor,1324,3,1324.00,1987.50,7947
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033754268_1,Sall,Sall,Transcription_factor,1376,3,1376.00,29329.50,62787
Protostomia,Other,Mollusca,Lautoconus_ventricosus,Mollusca_Gastropoda_Lautoconus_ventricosus_Proteins_ANN15087-RA,Sall,Sall,Transcription_factor,868,3,868.00,1166.50,4937
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033754267_1,Sall,Sall,Transcription_factor,1415,4,1061.00,19514.00,62786
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013396129_1,Sall,Sall,Transcription_factor,1470,6,734.50,7341.60,41115
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035678953_1,Sall,Sall,Transcription_factor,1298,6,637.83,2245.20,15053
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_020581,Sall,Sall,Transcription_factor,1228,8,459.88,2847.86,23614
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_741996_2,Sall,Sall,Transcription_factor,1300,9,1300.00,9867528.00,78951924
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g27901_t1,Sall,Sall,Transcription_factor,1152,10,425.60,4278.89,42766
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6031014_1,Sall,Sall,Transcription_factor,889,11,241.73,1344.90,16108
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_023002,Six1_2,Six,Transcription_factor,186,1,560.00,NA,560
Protostomia,Other,Annelida,Paraescaspia_echinospica,Annelida_Polychaeta_Paraescarpia_echinospica_Proteins_PE_Scaf7759_1_6,Six3_6,Six,Transcription_factor,196,1,587.00,NA,587
Protostomia,Other,Annelida,Paraescaspia_echinospica,Annelida_Polychaeta_Paraescarpia_echinospica_Proteins_PE_Scaf1829_1_4,Six4,Six,Transcription_factor,325,1,974.00,NA,974
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013414609_1,Six1,Six,Transcription_factor,293,2,440.00,2956.00,3836
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035679628_1,Six1,Six,Transcription_factor,290,2,435.50,922.00,1793
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035683172_1,Six1,Six,Transcription_factor,332,2,498.50,3592.00,4589
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_003987757_1,Six1,Six,Transcription_factor,284,2,426.50,2039.00,2892
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_005973_1,Six1,Six,Transcription_factor,284,2,426.50,2052.00,2905
Cnidaria,Other,Cnidaria,Hydra_vulgaris,Cnidaria_Hydrozoa_Hydra_vulgaris_Proteins_XP_002156969_1,Six1,Six,Transcription_factor,226,2,339.50,1278.00,1957
Cnidaria,Other,Cnidaria,Hydra_vulgaris,Cnidaria_Hydrozoa_Hydra_vulgaris_Proteins_XP_012556487_1,Six1,Six,Transcription_factor,226,2,339.50,1278.00,1957
Deuterostomia,Other,Echinodermata,Plazaster_borealis,Echinodermata_Asteroidea_Plazaster_borealis_Proteins_KPB_00001380-RA,Six1,Six,Transcription_factor,311,2,467.00,1807.00,2741
Protostomia,Other,Mollusca,Lautoconus_ventricosus,Mollusca_Gastropoda_Lautoconus_ventricosus_Proteins_ANN04765-RA,Six1,Six,Transcription_factor,366,2,549.50,1477.00,2576
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_003707,Six1,Six,Transcription_factor,337,2,504.50,307.00,1316
Protostomia,Other,Annelida,Paraescaspia_echinospica,Annelida_Polychaeta_Paraescarpia_echinospica_Proteins_PE_Scaf4976_1_4,Six1_2,Six,Transcription_factor,356,2,533.00,292.00,1358
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_023107413_1,Six2,Six,Transcription_factor,298,2,447.50,2146.00,3041
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_023107414_1,Six2,Six,Transcription_factor,296,2,444.50,2152.00,3041
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_058628_3,Six2,Six,Transcription_factor,291,2,437.00,2065.00,2939
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_005264157_1,Six2,Six,Transcription_factor,293,2,440.00,2059.00,2939
Deuterostomia,Other,Echinodermata,Plazaster_borealis,Echinodermata_Asteroidea_Plazaster_borealis_Proteins_KPB_00001379-RA,Six2,Six,Transcription_factor,519,2,779.00,9131.00,10689
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_006494,Six3_6,Six,Transcription_factor,583,2,875.00,140.00,1890
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_006495,Six3_6,Six,Transcription_factor,583,2,875.00,140.00,1890
Acoelomorpha,Nemertodermatida,Xenacoelomorpha,Nemertoderma_westbladi,Xenacoelomorpha_Nemertodermatida_Nemertoderma_westbladi_Proteins_jg29333_t1,Six3_6,Six,Transcription_factor,279,2,417.50,2645.00,3480
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013418710_1,Six6,Six,Transcription_factor,287,2,431.00,6642.00,7504
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035686811_1,Six6,Six,Transcription_factor,287,2,431.00,5466.00,6328
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035686819_1,Six6,Six,Transcription_factor,285,2,428.00,5472.00,6328
Cnidaria,Other,Cnidaria,Hydra_vulgaris,Cnidaria_Hydrozoa_Hydra_vulgaris_Proteins_XP_012566992_1,Six6,Six,Transcription_factor,315,2,473.00,151.00,1097
Cnidaria,Other,Cnidaria,Hydra_vulgaris,Cnidaria_Hydrozoa_Hydra_vulgaris_Proteins_XP_047132630_1,Six6,Six,Transcription_factor,315,2,473.00,151.00,1097
Protostomia,Other,Mollusca,Lautoconus_ventricosus,Mollusca_Gastropoda_Lautoconus_ventricosus_Proteins_ANN04775-RA,Six6,Six,Transcription_factor,255,2,383.00,8980.00,9746
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013383321_1,Six1,Six,Transcription_factor,343,3,343.00,4911.00,10851
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033733834_1,Six1,Six,Transcription_factor,352,3,352.00,1785.50,4627
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033733835_1,Six1,Six,Transcription_factor,345,3,345.00,1796.00,4627
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033733836_1,Six1,Six,Transcription_factor,340,3,340.00,23000.50,47021
Acoelomorpha,Nemertodermatida,Xenacoelomorpha,Nemertoderma_westbladi,Xenacoelomorpha_Nemertodermatida_Nemertoderma_westbladi_Proteins_jg15541_t1,Six5,Six,Transcription_factor,1571,3,224.00,1033.50,2739
Cnidaria,Other,Cnidaria,Hydra_vulgaris,Cnidaria_Hydrozoa_Hydra_vulgaris_Proteins_XP_012566990_1,Six6,Six,Transcription_factor,340,3,340.00,1240.50,3501
Deuterostomia,Other,Echinodermata,Plazaster_borealis,Echinodermata_Asteroidea_Plazaster_borealis_Proteins_KPB_00001381-RA,Six6,Six,Transcription_factor,310,3,310.00,3051.00,7032
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6017223_1,Six2,Six,Transcription_factor,324,5,194.00,787.75,4121
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6038190_1,Six6,Six,Transcription_factor,328,5,196.40,712.75,3833
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6036382_1,Six4,Six,Transcription_factor,303,7,129.29,936.83,6526
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g85_t1,Six1,Six,Transcription_factor,308,11,352.18,6389.30,67767
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g26046_t1,Six3_6,Six,Transcription_factor,374,12,254.00,3488.18,41418
Acoelomorpha,Nemertodermatida,Xenacoelomorpha,Nemertoderma_westbladi,Xenacoelomorpha_Nemertodermatida_Nemertoderma_westbladi_Proteins_jg8415_t1,ZO1,ZO1,Structural_protein,728,7,310.71,339.33,4211
Acoelomorpha,Nemertodermatida,Xenacoelomorpha,Nemertoderma_westbladi,Xenacoelomorpha_Nemertodermatida_Nemertoderma_westbladi_Proteins_jg25331_t1,ZO1,ZO1,Structural_protein,1271,11,345.64,1851.90,22321
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g701_t2,ZO1,ZO1,Structural_protein,1107,17,194.53,197.63,6469
Acoelomorpha,Acoela,Xenacoelomorpha,Praesagittifera_naikaiensis,Xenacoelomorpha_Acoela_Praesagittifera_naikaiensis_Proteins_g701_t1,ZO1,ZO1,Structural_protein,1041,19,379.37,5383.61,104113
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6026040_1,ZO1,ZO1,Structural_protein,870,21,123.43,485.65,12305
Acoelomorpha,Acoela,Xenacoelomorpha,Symsagittifera_roscoffensis,Xenacoelomorpha_Acoela_Symsagittifera_roscoffensis_Proteins_Sros151_025538,ZO1,ZO1,Structural_protein,1418,23,184.09,2599.68,61427
Cnidaria,Other,Cnidaria,Hydra_vulgaris,Cnidaria_Hydrozoa_Hydra_vulgaris_Proteins_NP_001296679_1,ZO1,ZO1,Structural_protein,1695,24,211.00,966.35,27290
Protostomia,Other,Bryozoa,Bugula_neritina,Bryozoa_Bugula_neritina_Proteins_KAF6040212_1,ZO1,ZO1,Structural_protein,1241,27,137.00,418.27,14574
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_047288943_1,ZO1,ZO1,Structural_protein,1692,27,187.11,4380.46,118944
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_005254676_2,ZO1,ZO1,Structural_protein,1781,28,189.93,9699.96,267217
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_047288942_1,ZO1,ZO1,Structural_protein,1705,28,181.79,4270.96,120406
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_019687512_1,ZO1,ZO1,Structural_protein,1876,29,193.17,12976.82,368953
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_XP_016878013_1,ZO1,ZO1,Structural_protein,1798,29,185.10,9351.71,267216
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035670917_1,ZO1,ZO1,Structural_protein,1571,30,156.20,1007.17,33894
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035670918_1,ZO1,ZO1,Structural_protein,1566,30,155.70,1007.69,33894
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035670919_1,ZO1,ZO1,Structural_protein,1564,30,155.50,1007.90,33894
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_011281030_2,ZO1,ZO1,Structural_protein,1936,30,192.70,12523.14,368952
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_019687509_1,ZO1,ZO1,Structural_protein,1956,30,194.70,12521.07,368952
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_019687510_1,ZO1,ZO1,Structural_protein,1943,30,193.40,12522.41,368952
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_044914841_1,ZO1,ZO1,Structural_protein,1916,30,190.70,12525.21,368952
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_044914842_1,ZO1,ZO1,Structural_protein,1893,30,188.40,12527.59,368952
Protostomia,Other,Annelida,Paraescaspia_echinospica,Annelida_Polychaeta_Paraescarpia_echinospica_Proteins_PE_Scaf8278_4_9,ZO1,ZO1,Structural_protein,1463,31,140.58,1822.27,59026
Deuterostomia,Other,Chordata,Branchiostoma_floridae,Chordata_Cephalochordata_Branchiostoma_floridae_Proteins_XP_035670916_1,ZO1,ZO1,Structural_protein,1576,31,151.61,973.10,33893
Deuterostomia,Other,Chordata,Felis_catus,Chordata_Craniata_Felis_catus_Proteins_XP_044914840_1,ZO1,ZO1,Structural_protein,1933,31,186.16,12106.00,368951
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033725439_1,ZO1,ZO1,Structural_protein,1499,32,139.63,2018.90,67054
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033725434_1,ZO1,ZO1,Structural_protein,1670,33,150.91,3615.75,120684
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033725435_1,ZO1,ZO1,Structural_protein,1620,33,146.36,3620.44,120684
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_013406126_2,ZO1,ZO1,Structural_protein,1646,34,144.32,1087.88,40807
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_023930497_1,ZO1,ZO1,Structural_protein,1689,34,148.12,1083.97,40807
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_023930498_1,ZO1,ZO1,Structural_protein,1679,34,147.24,1084.88,40807
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033725432_1,ZO1,ZO1,Structural_protein,1674,34,146.79,3505.82,120683
Protostomia,Other,Mollusca,Pecten_maximus,Mollusca_Bivalvia_Pecten_maximus_Proteins_XP_033725433_1,ZO1,ZO1,Structural_protein,1673,34,146.71,3505.91,120683
Protostomia,Other,Brachiopoda,Lingula_anatina,Brachiopoda_Lingula_anatina_Proteins_XP_023930496_1,ZO1,ZO1,Structural_protein,1693,35,144.20,1051.74,40806
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_001287955_1,ZO1,ZO1,Structural_protein,1692,81,187.11,349151.10,27947244
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_001341944_1,ZO1,ZO1,Structural_protein,1688,81,186.67,349169.84,27948707
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_001317168_1,ZO1,ZO1,Structural_protein,1768,84,188.54,336540.57,27948704
Deuterostomia,Other,Chordata,Homo_sapiens,Chordata_Craniata_Homo_sapiens_Proteins_NP_001287954_2,ZO1,ZO1,Structural_protein,1861,87,191.62,326498.15,28095512
